codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
96,6830,2025-05-08,NXM-72273-96,18,9307.69,EFE,3
80,2387,2025-05-08,YZK-06087-98,12,4731.63,CEX,3
76,2615,2025-05-08,SZJ-76414-24,35,23790.78,EFE,3
81,8556,2025-05-08,LEK-96807-82,41,16682.3,CEX,3
89,7596,2025-05-08,GET-58791-09,36,15912.74,CEX,3
92,9354,2025-05-08,HGA-86693-42,16,5084.11,CEX,3
77,7550,2025-05-08,FHG-40571-57,20,8252.2,EFE,3
86,2887,2025-05-08,BWL-77714-70,26,12874.32,CEX,3
90,7864,2025-05-08,PQX-59844-04,7,4302.62,CEX,3
82,7563,2025-05-08,ORZ-56803-77,11,8048.22,EFE,3
