codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
97,9302,2025-04-13,NXM-72273-96,46,16196.01,EFE,3
100,9566,2025-04-13,YZK-06087-98,24,7883.95,CEX,3
83,8211,2025-04-13,SZJ-76414-24,4,3096.17,EFE,3
79,5168,2025-04-13,LEK-96807-82,43,32655.33,CEX,3
97,8546,2025-04-13,GET-58791-09,41,22427.67,EFE,3
82,1062,2025-04-13,HGA-86693-42,44,13457.22,EFE,3
96,5821,2025-04-13,FHG-40571-57,29,14884.52,CEX,3
92,6472,2025-04-13,BWL-77714-70,25,10350.49,CEX,3
77,8116,2025-04-13,PQX-59844-04,19,11007.26,EFE,3
100,6149,2025-04-13,ORZ-56803-77,35,25142.63,EFE,3
