codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
93,1820,2025-05-29,NXM-72273-96,7,5489.33,CEX,3
86,8074,2025-05-29,YZK-06087-98,14,8084.76,EFE,3
87,8080,2025-05-29,SZJ-76414-24,12,7892.98,EFE,3
79,3434,2025-05-29,LEK-96807-82,11,6683.29,EFE,3
83,8914,2025-05-29,GET-58791-09,15,10798.36,CEX,3
90,8103,2025-05-29,HGA-86693-42,18,9993.27,EFE,3
93,5651,2025-05-29,FHG-40571-57,1,628.97,CEX,3
90,3307,2025-05-29,BWL-77714-70,39,19081.12,CEX,3
97,3726,2025-05-29,PQX-59844-04,10,7100.49,EFE,3
93,9570,2025-05-29,ORZ-56803-77,6,1863.12,EFE,3
