codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
100,1186,2025-05-14,NXM-72273-96,4,2365.72,CEX,3
99,2101,2025-05-14,YZK-06087-98,4,3158.51,CEX,3
94,3419,2025-05-14,SZJ-76414-24,39,20810.35,EFE,3
93,7703,2025-05-14,LEK-96807-82,22,15650.43,CEX,3
97,3436,2025-05-14,GET-58791-09,7,3977.87,CEX,3
91,3065,2025-05-14,HGA-86693-42,24,7554.18,EFE,3
81,3739,2025-05-14,FHG-40571-57,37,24994.98,EFE,3
85,3255,2025-05-14,BWL-77714-70,0,0.0,EFE,3
84,7452,2025-05-14,PQX-59844-04,2,1155.49,CEX,3
90,5194,2025-05-14,ORZ-56803-77,45,26002.92,EFE,3
