codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
89,5516,2025-04-30,NXM-72273-96,27,16848.58,CEX,3
86,6024,2025-04-30,YZK-06087-98,12,7319.44,CEX,3
98,7725,2025-04-30,SZJ-76414-24,24,12117.87,EFE,3
97,6031,2025-04-30,LEK-96807-82,23,9999.75,EFE,3
77,5078,2025-04-30,GET-58791-09,45,24053.54,CEX,3
84,3819,2025-04-30,HGA-86693-42,39,14977.43,EFE,3
80,2593,2025-04-30,FHG-40571-57,43,29730.1,CEX,3
85,6825,2025-04-30,BWL-77714-70,21,15029.14,EFE,3
100,2354,2025-04-30,PQX-59844-04,0,0.0,EFE,3
87,1169,2025-04-30,ORZ-56803-77,1,556.43,CEX,3
