codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
83,7950,2025-04-28,NXM-72273-96,30,19825.23,CEX,3
92,4463,2025-04-28,YZK-06087-98,7,4821.38,CEX,3
86,7727,2025-04-28,SZJ-76414-24,47,19668.91,CEX,3
79,8491,2025-04-28,LEK-96807-82,19,11329.23,CEX,3
87,2536,2025-04-28,GET-58791-09,20,7350.37,CEX,3
92,7635,2025-04-28,HGA-86693-42,13,8868.5,EFE,3
94,5477,2025-04-28,FHG-40571-57,9,3641.0,CEX,3
96,7961,2025-04-28,BWL-77714-70,45,28618.46,CEX,3
100,2737,2025-04-28,PQX-59844-04,32,12553.88,EFE,3
80,1894,2025-04-28,ORZ-56803-77,25,10288.38,CEX,3
