codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
93,4383,2025-04-26,NXM-72273-96,16,12105.0,CEX,3
95,7078,2025-04-26,YZK-06087-98,17,11036.02,EFE,3
98,6590,2025-04-26,SZJ-76414-24,19,11558.24,EFE,3
80,8920,2025-04-26,LEK-96807-82,4,2646.23,CEX,3
80,8664,2025-04-26,GET-58791-09,8,2605.79,EFE,3
81,4371,2025-04-26,HGA-86693-42,3,1857.21,EFE,3
84,2129,2025-04-26,FHG-40571-57,17,6723.97,EFE,3
94,8611,2025-04-26,BWL-77714-70,0,0.0,EFE,3
84,4275,2025-04-26,PQX-59844-04,25,7911.88,CEX,3
77,9830,2025-04-26,ORZ-56803-77,24,16943.03,EFE,3
