codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
88,7386,2025-04-25,NXM-72273-96,34,12357.08,EFE,3
81,9783,2025-04-25,YZK-06087-98,4,2962.72,EFE,3
100,9439,2025-04-25,SZJ-76414-24,45,29319.25,CEX,3
94,1228,2025-04-25,LEK-96807-82,15,6571.78,CEX,3
86,7514,2025-04-25,GET-58791-09,19,6780.35,CEX,3
95,9151,2025-04-25,HGA-86693-42,31,21934.44,EFE,3
81,5018,2025-04-25,FHG-40571-57,12,8766.75,EFE,3
100,2656,2025-04-25,BWL-77714-70,23,12232.78,CEX,3
92,8513,2025-04-25,PQX-59844-04,23,16785.83,EFE,3
78,3779,2025-04-25,ORZ-56803-77,23,11780.17,CEX,3
