codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
80,5338,2025-05-20,NXM-72273-96,10,3177.03,EFE,3
77,9993,2025-05-20,YZK-06087-98,42,12568.64,CEX,3
77,9461,2025-05-20,SZJ-76414-24,23,16134.57,CEX,3
96,8231,2025-05-20,LEK-96807-82,25,12296.73,CEX,3
88,1651,2025-05-20,GET-58791-09,22,8089.59,CEX,3
90,3735,2025-05-20,HGA-86693-42,12,5396.81,CEX,3
82,1373,2025-05-20,FHG-40571-57,17,12670.38,CEX,3
96,4586,2025-05-20,BWL-77714-70,47,28829.0,CEX,3
82,7387,2025-05-20,PQX-59844-04,35,11554.28,EFE,3
97,6751,2025-05-20,ORZ-56803-77,38,23515.22,CEX,3
