codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
81,4661,2025-04-22,NXM-72273-96,12,9203.72,CEX,3
92,1405,2025-04-22,YZK-06087-98,7,2655.0,EFE,3
91,4382,2025-04-22,SZJ-76414-24,22,10512.14,EFE,3
84,9942,2025-04-22,LEK-96807-82,24,10458.46,CEX,3
97,6030,2025-04-22,GET-58791-09,36,19373.17,CEX,3
85,8531,2025-04-22,HGA-86693-42,16,11793.63,CEX,3
86,8109,2025-04-22,FHG-40571-57,18,12058.06,EFE,3
97,6874,2025-04-22,BWL-77714-70,8,4101.34,EFE,3
90,9485,2025-04-22,PQX-59844-04,19,13761.69,EFE,3
98,7374,2025-04-22,ORZ-56803-77,12,3929.06,CEX,3
