codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
84,6737,2025-04-15,NXM-72273-96,8,4386.93,CEX,3
80,7164,2025-04-15,YZK-06087-98,13,7154.05,EFE,3
76,5304,2025-04-15,SZJ-76414-24,33,23303.59,CEX,3
93,4808,2025-04-15,LEK-96807-82,28,12056.07,CEX,3
95,6925,2025-04-15,GET-58791-09,1,395.4,EFE,3
81,3313,2025-04-15,HGA-86693-42,28,19936.83,CEX,3
88,3601,2025-04-15,FHG-40571-57,39,25066.15,CEX,3
78,4312,2025-04-15,BWL-77714-70,0,0.0,CEX,3
81,2624,2025-04-15,PQX-59844-04,1,669.19,EFE,3
89,3723,2025-04-15,ORZ-56803-77,27,8285.95,CEX,3
