codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
93,3472,2025-05-17,NXM-72273-96,8,5377.54,CEX,3
98,6380,2025-05-17,YZK-06087-98,5,3365.9,EFE,3
78,4581,2025-05-17,SZJ-76414-24,16,4931.48,CEX,3
76,7389,2025-05-17,LEK-96807-82,7,5138.04,CEX,3
77,4017,2025-05-17,GET-58791-09,24,15862.72,EFE,3
90,4732,2025-05-17,HGA-86693-42,10,4911.96,EFE,3
84,9140,2025-05-17,FHG-40571-57,16,8209.76,CEX,3
77,8113,2025-05-17,BWL-77714-70,41,27556.82,EFE,3
99,7390,2025-05-17,PQX-59844-04,15,5500.07,CEX,3
83,2317,2025-05-17,ORZ-56803-77,2,1554.4,EFE,3
