codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
94,1685,2025-05-22,NXM-72273-96,20,15117.32,CEX,3
83,8816,2025-05-22,YZK-06087-98,27,9434.96,EFE,3
86,8401,2025-05-22,SZJ-76414-24,24,18464.13,CEX,3
98,8751,2025-05-22,LEK-96807-82,12,6641.38,CEX,3
89,8871,2025-05-22,GET-58791-09,8,5852.89,CEX,3
89,7597,2025-05-22,HGA-86693-42,28,18913.36,EFE,3
93,6090,2025-05-22,FHG-40571-57,9,5674.36,CEX,3
81,2034,2025-05-22,BWL-77714-70,15,9477.28,EFE,3
97,9953,2025-05-22,PQX-59844-04,19,6682.91,EFE,3
82,9607,2025-05-22,ORZ-56803-77,17,7473.45,CEX,3
