codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
92,7509,2025-06-06,NXM-72273-96,19,7761.5,CEX,3
85,7415,2025-06-06,YZK-06087-98,20,9457.74,EFE,3
79,5608,2025-06-06,SZJ-76414-24,31,17840.32,CEX,3
86,6455,2025-06-06,LEK-96807-82,11,6140.41,CEX,3
96,8268,2025-06-06,GET-58791-09,6,3219.47,CEX,3
85,6256,2025-06-06,HGA-86693-42,18,6688.73,CEX,3
91,8914,2025-06-06,FHG-40571-57,21,8442.5,EFE,3
78,6696,2025-06-06,BWL-77714-70,9,5382.78,EFE,3
90,7604,2025-06-06,PQX-59844-04,20,15611.72,EFE,3
94,9168,2025-06-06,ORZ-56803-77,5,3938.41,CEX,3
