codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
99,3668,2025-05-03,NXM-72273-96,28,11641.04,CEX,3
100,5399,2025-05-03,YZK-06087-98,35,12343.39,EFE,3
100,3290,2025-05-03,SZJ-76414-24,4,2046.13,CEX,3
100,4354,2025-05-03,LEK-96807-82,19,8382.18,EFE,3
86,3859,2025-05-03,GET-58791-09,20,15644.01,EFE,3
88,3064,2025-05-03,HGA-86693-42,11,5905.77,EFE,3
97,7757,2025-05-03,FHG-40571-57,26,17635.47,EFE,3
88,7962,2025-05-03,BWL-77714-70,41,21509.72,CEX,3
86,4569,2025-05-03,PQX-59844-04,8,5290.78,EFE,3
94,4802,2025-05-03,ORZ-56803-77,9,5630.2,CEX,3
