codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
92,5109,2025-05-05,NXM-72273-96,16,10977.5,CEX,3
77,3913,2025-05-05,YZK-06087-98,2,1056.47,CEX,3
94,1189,2025-05-05,SZJ-76414-24,13,6197.24,EFE,3
93,4071,2025-05-05,LEK-96807-82,7,5220.43,CEX,3
93,9287,2025-05-05,GET-58791-09,9,7144.28,EFE,3
99,2756,2025-05-05,HGA-86693-42,20,8340.32,CEX,3
85,2763,2025-05-05,FHG-40571-57,46,15739.71,EFE,3
88,6182,2025-05-05,BWL-77714-70,4,2805.96,CEX,3
90,6149,2025-05-05,PQX-59844-04,20,15575.03,EFE,3
82,3326,2025-05-05,ORZ-56803-77,7,4239.95,EFE,3
