codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
81,7944,2025-05-13,NXM-72273-96,11,3678.86,EFE,3
95,3206,2025-05-13,YZK-06087-98,44,27949.16,CEX,3
80,5382,2025-05-13,SZJ-76414-24,34,10866.12,CEX,3
77,2425,2025-05-13,LEK-96807-82,20,6351.08,CEX,3
83,3286,2025-05-13,GET-58791-09,1,471.96,CEX,3
94,5690,2025-05-13,HGA-86693-42,29,13283.54,EFE,3
97,4169,2025-05-13,FHG-40571-57,28,10432.17,EFE,3
96,4691,2025-05-13,BWL-77714-70,3,1622.57,CEX,3
82,3160,2025-05-13,PQX-59844-04,21,5942.81,EFE,3
93,5075,2025-05-13,ORZ-56803-77,43,26827.54,EFE,3
