codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
77,3337,2025-05-28,NXM-72273-96,21,9223.43,EFE,3
93,8379,2025-05-28,YZK-06087-98,1,341.22,CEX,3
100,5692,2025-05-28,SZJ-76414-24,2,1336.46,CEX,3
94,3201,2025-05-28,LEK-96807-82,40,12723.35,EFE,3
86,2425,2025-05-28,GET-58791-09,7,4197.62,CEX,3
88,6187,2025-05-28,HGA-86693-42,15,7967.81,EFE,3
84,8490,2025-05-28,FHG-40571-57,13,8503.8,EFE,3
97,7937,2025-05-28,BWL-77714-70,8,5172.25,CEX,3
85,2262,2025-05-28,PQX-59844-04,14,4269.19,CEX,3
99,4852,2025-05-28,ORZ-56803-77,37,27520.22,EFE,3
