codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
84,5431,2025-06-04,NXM-72273-96,6,2750.9,CEX,3
79,2572,2025-06-04,YZK-06087-98,38,15121.92,CEX,3
76,3499,2025-06-04,SZJ-76414-24,15,7436.19,EFE,3
81,3553,2025-06-04,LEK-96807-82,7,4071.98,EFE,3
80,7192,2025-06-04,GET-58791-09,7,3252.6,CEX,3
79,8232,2025-06-04,HGA-86693-42,45,23618.63,CEX,3
92,8054,2025-06-04,FHG-40571-57,26,12735.23,EFE,3
78,8977,2025-06-04,BWL-77714-70,42,21369.64,EFE,3
99,2411,2025-06-04,PQX-59844-04,26,13523.46,EFE,3
100,5058,2025-06-04,ORZ-56803-77,17,5215.88,CEX,3
