codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
95,1539,2025-05-24,NXM-72273-96,29,15861.79,CEX,3
88,6317,2025-05-24,YZK-06087-98,2,971.75,EFE,3
79,8706,2025-05-24,SZJ-76414-24,21,7820.41,CEX,3
91,7468,2025-05-24,LEK-96807-82,26,13084.76,EFE,3
81,6795,2025-05-24,GET-58791-09,21,6081.27,EFE,3
78,3415,2025-05-24,HGA-86693-42,12,8236.69,EFE,3
81,8803,2025-05-24,FHG-40571-57,30,22716.33,EFE,3
87,2160,2025-05-24,BWL-77714-70,16,7436.17,CEX,3
80,3305,2025-05-24,PQX-59844-04,14,8753.76,CEX,3
82,1237,2025-05-24,ORZ-56803-77,11,8294.95,CEX,3
