codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
90,8991,2025-05-10,NXM-72273-96,16,4850.45,CEX,3
78,9286,2025-05-10,YZK-06087-98,18,5955.95,CEX,3
94,5254,2025-05-10,SZJ-76414-24,29,16626.92,EFE,3
78,7463,2025-05-10,LEK-96807-82,42,21218.4,EFE,3
98,1224,2025-05-10,GET-58791-09,0,0.0,EFE,3
81,9455,2025-05-10,HGA-86693-42,14,4942.04,CEX,3
77,5172,2025-05-10,FHG-40571-57,45,23857.08,CEX,3
86,5789,2025-05-10,BWL-77714-70,0,0.0,EFE,3
89,1105,2025-05-10,PQX-59844-04,40,16012.63,EFE,3
79,1077,2025-05-10,ORZ-56803-77,2,1424.57,EFE,3
