codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
81,5779,2025-04-23,NXM-72273-96,23,14909.7,CEX,3
82,3367,2025-04-23,YZK-06087-98,0,0.0,CEX,3
90,7223,2025-04-23,SZJ-76414-24,13,6812.02,CEX,3
78,6592,2025-04-23,LEK-96807-82,25,8943.95,EFE,3
88,6586,2025-04-23,GET-58791-09,6,3363.86,EFE,3
76,8988,2025-04-23,HGA-86693-42,23,12262.74,CEX,3
97,4330,2025-04-23,FHG-40571-57,45,26555.36,EFE,3
78,9132,2025-04-23,BWL-77714-70,17,7439.07,CEX,3
100,9978,2025-04-23,PQX-59844-04,28,21196.27,EFE,3
89,8753,2025-04-23,ORZ-56803-77,13,6599.51,CEX,3
