codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
88,7484,2025-05-09,NXM-72273-96,11,6016.4,EFE,3
96,1698,2025-05-09,YZK-06087-98,19,7373.34,EFE,3
94,4181,2025-05-09,SZJ-76414-24,3,2129.34,EFE,3
79,2743,2025-05-09,LEK-96807-82,26,14049.42,CEX,3
84,6856,2025-05-09,GET-58791-09,18,9886.73,CEX,3
84,8913,2025-05-09,HGA-86693-42,16,5021.87,CEX,3
85,1084,2025-05-09,FHG-40571-57,13,8376.86,CEX,3
86,8480,2025-05-09,BWL-77714-70,24,7084.93,CEX,3
85,3810,2025-05-09,PQX-59844-04,15,11809.07,CEX,3
89,1845,2025-05-09,ORZ-56803-77,17,13025.0,EFE,3
