codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
78,6808,2025-05-27,NXM-72273-96,13,6261.69,EFE,3
92,9286,2025-05-27,YZK-06087-98,13,8578.68,EFE,3
88,5254,2025-05-27,SZJ-76414-24,24,16430.18,EFE,3
81,9015,2025-05-27,LEK-96807-82,13,9650.97,CEX,3
85,3213,2025-05-27,GET-58791-09,38,25140.55,CEX,3
100,3436,2025-05-27,HGA-86693-42,4,1972.48,CEX,3
94,9894,2025-05-27,FHG-40571-57,45,18068.59,CEX,3
85,5218,2025-05-27,BWL-77714-70,21,13775.59,CEX,3
92,6579,2025-05-27,PQX-59844-04,9,4526.76,CEX,3
87,8805,2025-05-27,ORZ-56803-77,14,8352.78,EFE,3
