codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
87,1295,2025-05-02,NXM-72273-96,44,15417.77,CEX,3
97,5146,2025-05-02,YZK-06087-98,12,9025.82,CEX,3
91,4814,2025-05-02,SZJ-76414-24,15,8177.51,EFE,3
96,1428,2025-05-02,LEK-96807-82,2,753.59,CEX,3
90,7076,2025-05-02,GET-58791-09,18,12145.67,EFE,3
86,8918,2025-05-02,HGA-86693-42,29,19415.16,CEX,3
99,6133,2025-05-02,FHG-40571-57,9,3891.62,CEX,3
90,9317,2025-05-02,BWL-77714-70,46,31736.54,EFE,3
81,8273,2025-05-02,PQX-59844-04,42,24331.88,EFE,3
94,6967,2025-05-02,ORZ-56803-77,25,11937.99,EFE,3
