codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
63,2025-04-26,NXM-72273-96,Leche,6,PAQ,2
72,2025-04-26,YZK-06087-98,Pan,0,PAQ,2
64,2025-04-26,SZJ-76414-24,Arroz,0,PAQ,2
65,2025-04-26,LEK-96807-82,Azúcar,0,UNI,2
60,2025-04-26,GET-58791-09,Aceite,8,PAQ,2
71,2025-04-26,HGA-86693-42,Harina,0,PAQ,2
51,2025-04-26,FHG-40571-57,Sal,0,UNI,2
52,2025-04-26,BWL-77714-70,Café,6,UNI,2
72,2025-04-26,PQX-59844-04,Té,8,PAQ,2
61,2025-04-26,ORZ-56803-77,Galletas,2,PAQ,2
