codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
60,2025-05-28,NXM-72273-96,Leche,0,PAQ,2
68,2025-05-28,YZK-06087-98,Pan,53,UNI,2
62,2025-05-28,SZJ-76414-24,Arroz,63,UNI,2
68,2025-05-28,LEK-96807-82,Azúcar,3,UNI,2
74,2025-05-28,GET-58791-09,Aceite,21,PAQ,2
57,2025-05-28,HGA-86693-42,Harina,2,PAQ,2
53,2025-05-28,FHG-40571-57,Sal,32,PAQ,2
70,2025-05-28,BWL-77714-70,Café,73,UNI,2
53,2025-05-28,PQX-59844-04,Té,35,PAQ,2
53,2025-05-28,ORZ-56803-77,Galletas,85,UNI,2
