codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
62,2025-06-10,NXM-72273-96,Leche,133,UNI,2
54,2025-06-10,YZK-06087-98,Pan,128,UNI,2
58,2025-06-10,SZJ-76414-24,Arroz,43,PAQ,2
70,2025-06-10,LEK-96807-82,Azúcar,11,PAQ,2
66,2025-06-10,GET-58791-09,Aceite,5,PAQ,2
71,2025-06-10,HGA-86693-42,Harina,112,UNI,2
57,2025-06-10,FHG-40571-57,Sal,81,UNI,2
63,2025-06-10,BWL-77714-70,Café,89,UNI,2
58,2025-06-10,PQX-59844-04,Té,114,UNI,2
63,2025-06-10,ORZ-56803-77,Galletas,30,PAQ,2
