codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
63,2025-05-16,NXM-72273-96,Leche,14,PAQ,2
71,2025-05-16,YZK-06087-98,Pan,41,UNI,2
57,2025-05-16,SZJ-76414-24,Arroz,0,PAQ,2
75,2025-05-16,LEK-96807-82,Azúcar,23,UNI,2
57,2025-05-16,GET-58791-09,Aceite,3,PAQ,2
53,2025-05-16,HGA-86693-42,Harina,60,UNI,2
71,2025-05-16,FHG-40571-57,Sal,0,PAQ,2
64,2025-05-16,BWL-77714-70,Café,12,PAQ,2
61,2025-05-16,PQX-59844-04,Té,7,PAQ,2
57,2025-05-16,ORZ-56803-77,Galletas,0,PAQ,2
