codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
59,2025-06-06,NXM-72273-96,Leche,109,UNI,2
68,2025-06-06,YZK-06087-98,Pan,62,UNI,2
69,2025-06-06,SZJ-76414-24,Arroz,122,UNI,2
69,2025-06-06,LEK-96807-82,Azúcar,2,PAQ,2
57,2025-06-06,GET-58791-09,Aceite,2,PAQ,2
67,2025-06-06,HGA-86693-42,Harina,9,PAQ,2
53,2025-06-06,FHG-40571-57,Sal,9,PAQ,2
57,2025-06-06,BWL-77714-70,Café,38,UNI,2
62,2025-06-06,PQX-59844-04,Té,53,UNI,2
70,2025-06-06,ORZ-56803-77,Galletas,26,PAQ,2
