codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
66,2025-05-08,NXM-72273-96,Leche,2,UNI,2
61,2025-05-08,YZK-06087-98,Pan,0,PAQ,2
53,2025-05-08,SZJ-76414-24,Arroz,4,PAQ,2
55,2025-05-08,LEK-96807-82,Azúcar,23,UNI,2
67,2025-05-08,GET-58791-09,Aceite,4,PAQ,2
69,2025-05-08,HGA-86693-42,Harina,17,UNI,2
65,2025-05-08,FHG-40571-57,Sal,8,UNI,2
51,2025-05-08,BWL-77714-70,Café,14,UNI,2
71,2025-05-08,PQX-59844-04,Té,0,PAQ,2
69,2025-05-08,ORZ-56803-77,Galletas,0,PAQ,2
