codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
67,2025-04-27,NXM-72273-96,Leche,0,UNI,2
63,2025-04-27,YZK-06087-98,Pan,0,PAQ,2
67,2025-04-27,SZJ-76414-24,Arroz,0,PAQ,2
51,2025-04-27,LEK-96807-82,Azúcar,0,PAQ,2
64,2025-04-27,GET-58791-09,Aceite,0,PAQ,2
51,2025-04-27,HGA-86693-42,Harina,0,PAQ,2
73,2025-04-27,FHG-40571-57,Sal,8,PAQ,2
72,2025-04-27,BWL-77714-70,Café,0,PAQ,2
53,2025-04-27,PQX-59844-04,Té,0,PAQ,2
51,2025-04-27,ORZ-56803-77,Galletas,9,UNI,2
