codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
57,2025-05-19,NXM-72273-96,Leche,60,UNI,2
59,2025-05-19,YZK-06087-98,Pan,0,PAQ,2
70,2025-05-19,SZJ-76414-24,Arroz,3,PAQ,2
71,2025-05-19,LEK-96807-82,Azúcar,37,UNI,2
67,2025-05-19,GET-58791-09,Aceite,0,UNI,2
51,2025-05-19,HGA-86693-42,Harina,20,PAQ,2
66,2025-05-19,FHG-40571-57,Sal,60,UNI,2
68,2025-05-19,BWL-77714-70,Café,0,PAQ,2
75,2025-05-19,PQX-59844-04,Té,42,UNI,2
52,2025-05-19,ORZ-56803-77,Galletas,0,PAQ,2
