codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
65,2025-04-24,NXM-72273-96,Leche,0,PAQ,2
57,2025-04-24,YZK-06087-98,Pan,0,UNI,2
72,2025-04-24,SZJ-76414-24,Arroz,0,PAQ,2
52,2025-04-24,LEK-96807-82,Azúcar,0,UNI,2
57,2025-04-24,GET-58791-09,Aceite,0,PAQ,2
72,2025-04-24,HGA-86693-42,Harina,0,UNI,2
58,2025-04-24,FHG-40571-57,Sal,0,PAQ,2
75,2025-04-24,BWL-77714-70,Café,0,UNI,2
52,2025-04-24,PQX-59844-04,Té,8,UNI,2
66,2025-04-24,ORZ-56803-77,Galletas,0,PAQ,2
