codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
70,2025-05-22,NXM-72273-96,Leche,47,UNI,2
60,2025-05-22,YZK-06087-98,Pan,6,PAQ,2
58,2025-05-22,SZJ-76414-24,Arroz,2,PAQ,2
58,2025-05-22,LEK-96807-82,Azúcar,21,PAQ,2
72,2025-05-22,GET-58791-09,Aceite,0,PAQ,2
74,2025-05-22,HGA-86693-42,Harina,48,UNI,2
70,2025-05-22,FHG-40571-57,Sal,10,PAQ,2
66,2025-05-22,BWL-77714-70,Café,0,PAQ,2
64,2025-05-22,PQX-59844-04,Té,74,UNI,2
70,2025-05-22,ORZ-56803-77,Galletas,57,UNI,2
