codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
51,2025-06-02,NXM-72273-96,Leche,121,UNI,2
56,2025-06-02,YZK-06087-98,Pan,6,UNI,2
62,2025-06-02,SZJ-76414-24,Arroz,54,UNI,2
71,2025-06-02,LEK-96807-82,Azúcar,33,UNI,2
56,2025-06-02,GET-58791-09,Aceite,6,PAQ,2
55,2025-06-02,HGA-86693-42,Harina,82,UNI,2
65,2025-06-02,FHG-40571-57,Sal,9,PAQ,2
68,2025-06-02,BWL-77714-70,Café,129,UNI,2
59,2025-06-02,PQX-59844-04,Té,15,PAQ,2
61,2025-06-02,ORZ-56803-77,Galletas,63,UNI,2
