codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
66,2025-06-07,NXM-72273-96,Leche,140,UNI,2
55,2025-06-07,YZK-06087-98,Pan,26,PAQ,2
51,2025-06-07,SZJ-76414-24,Arroz,11,PAQ,2
69,2025-06-07,LEK-96807-82,Azúcar,3,PAQ,2
51,2025-06-07,GET-58791-09,Aceite,9,PAQ,2
55,2025-06-07,HGA-86693-42,Harina,112,UNI,2
62,2025-06-07,FHG-40571-57,Sal,0,PAQ,2
54,2025-06-07,BWL-77714-70,Café,17,PAQ,2
67,2025-06-07,PQX-59844-04,Té,116,UNI,2
65,2025-06-07,ORZ-56803-77,Galletas,0,PAQ,2
