codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
57,2025-05-30,NXM-72273-96,Leche,67,UNI,2
68,2025-05-30,YZK-06087-98,Pan,10,PAQ,2
64,2025-05-30,SZJ-76414-24,Arroz,28,UNI,2
73,2025-05-30,LEK-96807-82,Azúcar,34,UNI,2
71,2025-05-30,GET-58791-09,Aceite,38,PAQ,2
72,2025-05-30,HGA-86693-42,Harina,15,PAQ,2
63,2025-05-30,FHG-40571-57,Sal,2,PAQ,2
59,2025-05-30,BWL-77714-70,Café,25,PAQ,2
61,2025-05-30,PQX-59844-04,Té,22,PAQ,2
74,2025-05-30,ORZ-56803-77,Galletas,15,PAQ,2
