codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
61,2025-04-30,NXM-72273-96,Leche,3,PAQ,2
72,2025-04-30,YZK-06087-98,Pan,7,PAQ,2
53,2025-04-30,SZJ-76414-24,Arroz,0,PAQ,2
58,2025-04-30,LEK-96807-82,Azúcar,0,PAQ,2
73,2025-04-30,GET-58791-09,Aceite,0,PAQ,2
54,2025-04-30,HGA-86693-42,Harina,0,PAQ,2
75,2025-04-30,FHG-40571-57,Sal,0,PAQ,2
61,2025-04-30,BWL-77714-70,Café,9,UNI,2
51,2025-04-30,PQX-59844-04,Té,0,PAQ,2
66,2025-04-30,ORZ-56803-77,Galletas,0,UNI,2
