codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
67,2025-05-31,NXM-72273-96,Leche,17,UNI,2
59,2025-05-31,YZK-06087-98,Pan,98,UNI,2
74,2025-05-31,SZJ-76414-24,Arroz,37,PAQ,2
54,2025-05-31,LEK-96807-82,Azúcar,0,PAQ,2
72,2025-05-31,GET-58791-09,Aceite,76,UNI,2
72,2025-05-31,HGA-86693-42,Harina,76,UNI,2
74,2025-05-31,FHG-40571-57,Sal,11,PAQ,2
64,2025-05-31,BWL-77714-70,Café,77,UNI,2
73,2025-05-31,PQX-59844-04,Té,5,UNI,2
56,2025-05-31,ORZ-56803-77,Galletas,24,PAQ,2
