codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
61,2025-06-11,NXM-72273-96,Leche,3,PAQ,2
64,2025-06-11,YZK-06087-98,Pan,97,UNI,2
71,2025-06-11,SZJ-76414-24,Arroz,17,PAQ,2
58,2025-06-11,LEK-96807-82,Azúcar,1,PAQ,2
72,2025-06-11,GET-58791-09,Aceite,2,PAQ,2
61,2025-06-11,HGA-86693-42,Harina,110,UNI,2
71,2025-06-11,FHG-40571-57,Sal,97,UNI,2
63,2025-06-11,BWL-77714-70,Café,59,UNI,2
72,2025-06-11,PQX-59844-04,Té,93,UNI,2
53,2025-06-11,ORZ-56803-77,Galletas,10,PAQ,2
