codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
74,2025-04-29,NXM-72273-96,Leche,3,UNI,2
54,2025-04-29,YZK-06087-98,Pan,3,PAQ,2
58,2025-04-29,SZJ-76414-24,Arroz,0,PAQ,2
75,2025-04-29,LEK-96807-82,Azúcar,5,PAQ,2
60,2025-04-29,GET-58791-09,Aceite,0,PAQ,2
73,2025-04-29,HGA-86693-42,Harina,8,PAQ,2
60,2025-04-29,FHG-40571-57,Sal,0,UNI,2
70,2025-04-29,BWL-77714-70,Café,0,PAQ,2
52,2025-04-29,PQX-59844-04,Té,6,UNI,2
55,2025-04-29,ORZ-56803-77,Galletas,0,PAQ,2
