codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
72,2025-05-09,NXM-72273-96,Leche,0,PAQ,2
62,2025-05-09,YZK-06087-98,Pan,0,UNI,2
56,2025-05-09,SZJ-76414-24,Arroz,0,PAQ,2
62,2025-05-09,LEK-96807-82,Azúcar,0,PAQ,2
66,2025-05-09,GET-58791-09,Aceite,5,PAQ,2
67,2025-05-09,HGA-86693-42,Harina,57,UNI,2
61,2025-05-09,FHG-40571-57,Sal,50,UNI,2
70,2025-05-09,BWL-77714-70,Café,28,UNI,2
51,2025-05-09,PQX-59844-04,Té,1,PAQ,2
71,2025-05-09,ORZ-56803-77,Galletas,14,UNI,2
