codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
59,2025-05-11,NXM-72273-96,Leche,0,PAQ,2
64,2025-05-11,YZK-06087-98,Pan,64,UNI,2
55,2025-05-11,SZJ-76414-24,Arroz,37,UNI,2
60,2025-05-11,LEK-96807-82,Azúcar,14,UNI,2
65,2025-05-11,GET-58791-09,Aceite,0,PAQ,2
73,2025-05-11,HGA-86693-42,Harina,6,PAQ,2
51,2025-05-11,FHG-40571-57,Sal,0,PAQ,2
62,2025-05-11,BWL-77714-70,Café,12,UNI,2
56,2025-05-11,PQX-59844-04,Té,5,PAQ,2
73,2025-05-11,ORZ-56803-77,Galletas,14,UNI,2
