codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
58,2025-05-17,NXM-72273-96,Leche,8,PAQ,2
63,2025-05-17,YZK-06087-98,Pan,9,PAQ,2
74,2025-05-17,SZJ-76414-24,Arroz,18,UNI,2
52,2025-05-17,LEK-96807-82,Azúcar,0,PAQ,2
52,2025-05-17,GET-58791-09,Aceite,15,UNI,2
69,2025-05-17,HGA-86693-42,Harina,29,UNI,2
62,2025-05-17,FHG-40571-57,Sal,73,UNI,2
62,2025-05-17,BWL-77714-70,Café,21,PAQ,2
69,2025-05-17,PQX-59844-04,Té,21,PAQ,2
52,2025-05-17,ORZ-56803-77,Galletas,9,PAQ,2
