codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
54,2025-06-09,NXM-72273-96,Leche,27,PAQ,2
74,2025-06-09,YZK-06087-98,Pan,35,UNI,2
54,2025-06-09,SZJ-76414-24,Arroz,131,UNI,2
70,2025-06-09,LEK-96807-82,Azúcar,119,UNI,2
64,2025-06-09,GET-58791-09,Aceite,18,PAQ,2
67,2025-06-09,HGA-86693-42,Harina,32,PAQ,2
74,2025-06-09,FHG-40571-57,Sal,15,PAQ,2
58,2025-06-09,BWL-77714-70,Café,84,UNI,2
65,2025-06-09,PQX-59844-04,Té,42,UNI,2
65,2025-06-09,ORZ-56803-77,Galletas,8,PAQ,2
