codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
75,2025-04-20,NXM-72273-96,Leche,0,UNI,2
60,2025-04-20,YZK-06087-98,Pan,0,UNI,2
56,2025-04-20,SZJ-76414-24,Arroz,0,PAQ,2
74,2025-04-20,LEK-96807-82,Azúcar,0,PAQ,2
56,2025-04-20,GET-58791-09,Aceite,0,UNI,2
73,2025-04-20,HGA-86693-42,Harina,0,UNI,2
70,2025-04-20,FHG-40571-57,Sal,0,UNI,2
60,2025-04-20,BWL-77714-70,Café,0,PAQ,2
71,2025-04-20,PQX-59844-04,Té,0,PAQ,2
54,2025-04-20,ORZ-56803-77,Galletas,6,PAQ,2
