codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
67,2025-05-06,NXM-72273-96,Leche,41,UNI,2
63,2025-05-06,YZK-06087-98,Pan,0,UNI,2
58,2025-05-06,SZJ-76414-24,Arroz,0,PAQ,2
65,2025-05-06,LEK-96807-82,Azúcar,13,PAQ,2
61,2025-05-06,GET-58791-09,Aceite,0,PAQ,2
55,2025-05-06,HGA-86693-42,Harina,0,PAQ,2
62,2025-05-06,FHG-40571-57,Sal,7,PAQ,2
53,2025-05-06,BWL-77714-70,Café,25,UNI,2
63,2025-05-06,PQX-59844-04,Té,28,UNI,2
70,2025-05-06,ORZ-56803-77,Galletas,0,PAQ,2
