codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
65,2025-04-28,NXM-72273-96,Leche,0,PAQ,2
51,2025-04-28,YZK-06087-98,Pan,1,UNI,2
62,2025-04-28,SZJ-76414-24,Arroz,0,UNI,2
67,2025-04-28,LEK-96807-82,Azúcar,27,UNI,2
73,2025-04-28,GET-58791-09,Aceite,0,PAQ,2
56,2025-04-28,HGA-86693-42,Harina,0,PAQ,2
57,2025-04-28,FHG-40571-57,Sal,0,PAQ,2
54,2025-04-28,BWL-77714-70,Café,34,UNI,2
69,2025-04-28,PQX-59844-04,Té,4,PAQ,2
65,2025-04-28,ORZ-56803-77,Galletas,1,UNI,2
