codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
61,2025-06-04,NXM-72273-96,Leche,28,PAQ,2
69,2025-06-04,YZK-06087-98,Pan,54,UNI,2
52,2025-06-04,SZJ-76414-24,Arroz,65,UNI,2
56,2025-06-04,LEK-96807-82,Azúcar,30,UNI,2
51,2025-06-04,GET-58791-09,Aceite,5,UNI,2
56,2025-06-04,HGA-86693-42,Harina,46,UNI,2
57,2025-06-04,FHG-40571-57,Sal,114,UNI,2
55,2025-06-04,BWL-77714-70,Café,9,PAQ,2
53,2025-06-04,PQX-59844-04,Té,39,PAQ,2
54,2025-06-04,ORZ-56803-77,Galletas,67,UNI,2
