codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
59,2025-04-25,NXM-72273-96,Leche,0,UNI,2
70,2025-04-25,YZK-06087-98,Pan,0,PAQ,2
55,2025-04-25,SZJ-76414-24,Arroz,8,PAQ,2
57,2025-04-25,LEK-96807-82,Azúcar,0,PAQ,2
62,2025-04-25,GET-58791-09,Aceite,10,UNI,2
66,2025-04-25,HGA-86693-42,Harina,0,PAQ,2
70,2025-04-25,FHG-40571-57,Sal,17,UNI,2
59,2025-04-25,BWL-77714-70,Café,9,UNI,2
59,2025-04-25,PQX-59844-04,Té,2,PAQ,2
72,2025-04-25,ORZ-56803-77,Galletas,0,PAQ,2
