codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
65,2025-05-24,NXM-72273-96,Leche,0,PAQ,2
63,2025-05-24,YZK-06087-98,Pan,15,UNI,2
66,2025-05-24,SZJ-76414-24,Arroz,88,UNI,2
54,2025-05-24,LEK-96807-82,Azúcar,0,PAQ,2
63,2025-05-24,GET-58791-09,Aceite,69,UNI,2
55,2025-05-24,HGA-86693-42,Harina,74,UNI,2
68,2025-05-24,FHG-40571-57,Sal,22,UNI,2
75,2025-05-24,BWL-77714-70,Café,12,PAQ,2
63,2025-05-24,PQX-59844-04,Té,73,UNI,2
66,2025-05-24,ORZ-56803-77,Galletas,0,PAQ,2
