codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
67,2025-05-02,NXM-72273-96,Leche,0,UNI,2
67,2025-05-02,YZK-06087-98,Pan,0,UNI,2
63,2025-05-02,SZJ-76414-24,Arroz,2,UNI,2
73,2025-05-02,LEK-96807-82,Azúcar,29,UNI,2
73,2025-05-02,GET-58791-09,Aceite,34,UNI,2
56,2025-05-02,HGA-86693-42,Harina,0,PAQ,2
64,2025-05-02,FHG-40571-57,Sal,18,UNI,2
59,2025-05-02,BWL-77714-70,Café,0,PAQ,2
74,2025-05-02,PQX-59844-04,Té,14,PAQ,2
51,2025-05-02,ORZ-56803-77,Galletas,43,UNI,2
