codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
67,2025-05-27,NXM-72273-96,Leche,80,UNI,2
69,2025-05-27,YZK-06087-98,Pan,0,PAQ,2
52,2025-05-27,SZJ-76414-24,Arroz,15,PAQ,2
69,2025-05-27,LEK-96807-82,Azúcar,28,PAQ,2
63,2025-05-27,GET-58791-09,Aceite,39,UNI,2
58,2025-05-27,HGA-86693-42,Harina,5,PAQ,2
59,2025-05-27,FHG-40571-57,Sal,11,PAQ,2
51,2025-05-27,BWL-77714-70,Café,13,UNI,2
53,2025-05-27,PQX-59844-04,Té,31,UNI,2
66,2025-05-27,ORZ-56803-77,Galletas,46,UNI,2
