codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
65,1415,2025-04-28,NXM-72273-96,9,6232.02,CEX,2
51,4813,2025-04-28,YZK-06087-98,16,7973.18,CEX,2
62,7799,2025-04-28,SZJ-76414-24,45,32696.12,CEX,2
67,1556,2025-04-28,LEK-96807-82,12,7200.85,CEX,2
73,3936,2025-04-28,GET-58791-09,11,4329.84,EFE,2
56,8515,2025-04-28,HGA-86693-42,3,1299.62,EFE,2
57,3927,2025-04-28,FHG-40571-57,23,11802.59,EFE,2
54,1032,2025-04-28,BWL-77714-70,9,4908.0,EFE,2
69,1189,2025-04-28,PQX-59844-04,9,6442.18,CEX,2
65,6579,2025-04-28,ORZ-56803-77,41,12351.61,EFE,2
