codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
68,6567,2025-04-23,NXM-72273-96,17,7363.32,CEX,2
66,4308,2025-04-23,YZK-06087-98,43,28658.06,CEX,2
53,3471,2025-04-23,SZJ-76414-24,28,16611.38,CEX,2
73,4748,2025-04-23,LEK-96807-82,32,11016.11,CEX,2
52,6319,2025-04-23,GET-58791-09,7,3941.19,EFE,2
72,3703,2025-04-23,HGA-86693-42,7,2664.77,CEX,2
62,2505,2025-04-23,FHG-40571-57,2,697.06,CEX,2
52,3478,2025-04-23,BWL-77714-70,16,12261.97,CEX,2
67,8176,2025-04-23,PQX-59844-04,10,7902.6,EFE,2
62,2130,2025-04-23,ORZ-56803-77,11,3369.55,EFE,2
