codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
51,4504,2025-04-18,NXM-72273-96,14,6041.74,EFE,2
57,5661,2025-04-18,YZK-06087-98,46,26716.14,CEX,2
69,7085,2025-04-18,SZJ-76414-24,35,16225.39,CEX,2
60,1329,2025-04-18,LEK-96807-82,6,3331.18,EFE,2
74,1534,2025-04-18,GET-58791-09,27,19306.17,EFE,2
75,6541,2025-04-18,HGA-86693-42,17,10342.36,CEX,2
54,1017,2025-04-18,FHG-40571-57,17,11893.61,CEX,2
52,8523,2025-04-18,BWL-77714-70,3,2280.56,CEX,2
56,7387,2025-04-18,PQX-59844-04,19,11214.16,CEX,2
53,4706,2025-04-18,ORZ-56803-77,15,10106.12,CEX,2
