codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
67,8790,2025-06-03,NXM-72273-96,9,4104.86,CEX,2
63,4823,2025-06-03,YZK-06087-98,25,15060.29,CEX,2
61,1609,2025-06-03,SZJ-76414-24,1,544.04,EFE,2
63,9154,2025-06-03,LEK-96807-82,16,5324.66,EFE,2
58,7804,2025-06-03,GET-58791-09,25,9186.39,EFE,2
70,2930,2025-06-03,HGA-86693-42,18,7369.32,EFE,2
72,9648,2025-06-03,FHG-40571-57,9,2795.43,EFE,2
66,3914,2025-06-03,BWL-77714-70,9,6020.37,EFE,2
62,4104,2025-06-03,PQX-59844-04,0,0.0,CEX,2
63,8463,2025-06-03,ORZ-56803-77,31,15323.15,CEX,2
