codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
60,8097,2025-05-28,NXM-72273-96,13,9087.33,EFE,2
68,9615,2025-05-28,YZK-06087-98,29,16048.76,EFE,2
62,5618,2025-05-28,SZJ-76414-24,14,5362.78,EFE,2
68,5282,2025-05-28,LEK-96807-82,41,13709.51,EFE,2
74,3329,2025-05-28,GET-58791-09,8,2919.27,EFE,2
57,6481,2025-05-28,HGA-86693-42,8,5586.77,EFE,2
53,3978,2025-05-28,FHG-40571-57,6,3572.84,CEX,2
70,1380,2025-05-28,BWL-77714-70,29,11327.59,CEX,2
53,5353,2025-05-28,PQX-59844-04,1,716.9,EFE,2
53,2687,2025-05-28,ORZ-56803-77,31,23263.4,EFE,2
