codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
57,8297,2025-05-30,NXM-72273-96,41,28814.19,EFE,2
68,5225,2025-05-30,YZK-06087-98,11,6509.93,EFE,2
64,4824,2025-05-30,SZJ-76414-24,16,7720.69,EFE,2
73,7069,2025-05-30,LEK-96807-82,42,12979.27,EFE,2
71,4602,2025-05-30,GET-58791-09,1,539.81,CEX,2
72,9433,2025-05-30,HGA-86693-42,24,8599.73,EFE,2
63,4107,2025-05-30,FHG-40571-57,15,9405.8,EFE,2
59,4945,2025-05-30,BWL-77714-70,7,2409.76,EFE,2
61,5726,2025-05-30,PQX-59844-04,6,3997.18,CEX,2
74,9958,2025-05-30,ORZ-56803-77,7,4325.41,EFE,2
