codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
57,5076,2025-05-19,NXM-72273-96,27,12113.72,EFE,2
59,8624,2025-05-19,YZK-06087-98,20,14512.31,CEX,2
70,3650,2025-05-19,SZJ-76414-24,8,2856.33,CEX,2
71,4222,2025-05-19,LEK-96807-82,23,7308.64,EFE,2
67,7563,2025-05-19,GET-58791-09,47,23671.98,EFE,2
51,7553,2025-05-19,HGA-86693-42,10,5184.9,CEX,2
66,2907,2025-05-19,FHG-40571-57,16,6371.14,CEX,2
68,5091,2025-05-19,BWL-77714-70,21,9364.92,CEX,2
75,4218,2025-05-19,PQX-59844-04,44,18744.53,EFE,2
52,8159,2025-05-19,ORZ-56803-77,27,17930.45,CEX,2
