codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
59,7369,2025-04-16,NXM-72273-96,27,10779.63,EFE,2
72,6834,2025-04-16,YZK-06087-98,14,10477.57,EFE,2
74,6063,2025-04-16,SZJ-76414-24,10,5952.05,EFE,2
70,5878,2025-04-16,LEK-96807-82,39,14651.34,CEX,2
62,5191,2025-04-16,GET-58791-09,15,6332.57,EFE,2
59,9561,2025-04-16,HGA-86693-42,8,5907.9,EFE,2
71,3845,2025-04-16,FHG-40571-57,30,10834.82,EFE,2
66,4997,2025-04-16,BWL-77714-70,19,7806.13,EFE,2
73,8369,2025-04-16,PQX-59844-04,16,11433.48,CEX,2
53,5179,2025-04-16,ORZ-56803-77,21,14799.49,CEX,2
