codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
53,4086,2025-05-15,NXM-72273-96,21,6186.77,EFE,2
64,9728,2025-05-15,YZK-06087-98,32,18863.8,CEX,2
73,6246,2025-05-15,SZJ-76414-24,31,23636.65,EFE,2
58,6961,2025-05-15,LEK-96807-82,13,5241.48,CEX,2
73,2745,2025-05-15,GET-58791-09,39,15705.91,EFE,2
63,8805,2025-05-15,HGA-86693-42,9,7165.23,CEX,2
51,1468,2025-05-15,FHG-40571-57,14,8323.88,EFE,2
59,1374,2025-05-15,BWL-77714-70,12,5805.52,EFE,2
53,1581,2025-05-15,PQX-59844-04,23,12715.19,EFE,2
67,6226,2025-05-15,ORZ-56803-77,20,8294.94,CEX,2
