codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
59,4686,2025-04-25,NXM-72273-96,29,13747.69,EFE,2
70,7954,2025-04-25,YZK-06087-98,11,5724.67,CEX,2
55,7493,2025-04-25,SZJ-76414-24,2,1001.62,CEX,2
57,6486,2025-04-25,LEK-96807-82,14,9403.91,CEX,2
62,7985,2025-04-25,GET-58791-09,18,14270.35,EFE,2
66,2180,2025-04-25,HGA-86693-42,7,3855.96,CEX,2
70,2504,2025-04-25,FHG-40571-57,19,14158.24,CEX,2
59,5388,2025-04-25,BWL-77714-70,20,13129.15,EFE,2
59,9201,2025-04-25,PQX-59844-04,2,815.31,EFE,2
72,1371,2025-04-25,ORZ-56803-77,15,11190.2,EFE,2
